730	450	3.5	?	?
800	485	4.5	115	9.63
?	?	?	?	?
?	?	?	?	6.5
?	?	?	?	7.072
800	590	4	105	8.67
760	580	3.5	?	6.5
720	380	3	105	8.43
760	450	4	?	8.43
?	?	?	?	6.69
660	550	3	?	6
790	530	3	?	6
720	280	2.5	84	7.7
800	515	4	?	9.48
?	?	?	?	?
?	?	?	?	8.69
730	320	3	95	5.6
780	500	4	94	9.64
?	?	?	?	?
?	?	?	?	8.1
690	470	3.5	?	6.7
800	470	3.5	?	8.28
790	435	3	95	9.02
?	?	?	?	8.57
730	540	3	95	?
800	590	2	91	7.44
?	?	?	?	?
700	410	5	?	?
770	410	4	85	6.4
740	590	3.5	112	7.7
?	?	?	?	9.25
790	600	3.5	102	7.5
800	460	4	81	6.425
720	570	4.5	?	6.3
780	550	3	93	7.6
?	?	?	?	8.1
690	390	?	?	7.5
770	430	3.5	?	5.5
800	720	5	?	7.81
740	380	3	105	7.76
410	420	4	?	6.9
770	700	4.5	111	6.015
?	?	?	?	?
800	620	4	?	8.46
790	420	2.5	97	7.26
?	?	?	?	?
800	500	3	?	8.98
680	560	4	95	7
800	515	4	111	8.66
750	490	3	92	?
750	610	?	?	6.96
780	570	3.5	111	6.53
800	540	3.5	114	7.35
790	620	3	108	7.5
760	640	4	106	7.335
800	360	?	?	9.41
720	340	3	98	7.115
?	?	?	?	8.14
?	?	?	?	7
800	610	3.5	111	7.5
720	420	?	?	7.41
790	560	3	100	8.34
800	650	4.5	?	7.97
790	410	?	?	6.3
730	390	3	?	7.87
?	?	?	?	7.9
760	630	4	102	6.7
800	510	4	104	8.13
800	610	4	116	9.2
800	610	5.5	109	6.7
690	350	?	?	?
750	550	3.5	110	7.2
?	?	?	?	7.9668
720	290	3	?	6
750	500	3	?	?
750	?	?	?	9.3
?	?	?	?	?
790	410	3.5	101	7.36
750	550	?	?	7.188
?	?	?	?	?
800	520	4.5	?	7.55
770	410	3.5	80	?
321	280	?	99	7.04
?	?	?	?	?
770	485	3.5	111	7.228
730	510	2.5	95	7
650	650	4	107	6.5
790	570	5	114	8.66
?	?	?	?	?
?	?	?	?	8.58
790	430	3	103	7.4
720	280	2.5	103	?
700	520	3.5	102	6.8
700	560	?	?	8.83
800	580	3.5	106	7
720	590	3	103	9.09
720	350	3.5	95	?
250	700	?	?	7.1
?	?	?	?	?
800	630	3.5	108	9.14
?	?	?	?	?
430	750	?	?	7.34
770	460	3	94	6.25
690	430	4	104	8.8
750	600	?	?	8.1
730	570	4	?	8.46
780	580	3.5	102	6.01
780	460	?	95	9.18
700	300	3	96	6.93
770	530	3.5	112	7.74
800	610	4.5	108	6
?	?	?	?	6.5
730	520	3.5	101	8.6
