690	460	3	102	9
800	570	4	109	10
800	510	3.5	102	9.36
705	280	3	87	6.1
800	630	4	120	6.667
800	575	4	109	8.29
750	370	3	91	8.1
800	690	4.5	107	7.1
790	370	3	102	7.9
750	650	3	100	5.912
790	545	4	110	5.657
750	485	3	94	3.3
800	515	4	110	7.8
800	620	4.5	115	8.79
790	620	4	118	6.963
630	330	2.5	92	8.19
750	370	3	82	8.45
690	410	2.5	79	7.4
790	500	4.5	109	8.26
710	560	3	94	6.3
